0,1,2,3
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
34,9,19,31
