accuracy_score,precision_score,f1_score
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
0.4731182795698925,1.0,0.0392156862745098
