accuracy_score,precision_score,f1_score
0.989247311827957,1.0,0.98989898989899
0.967741935483871,1.0,0.9690721649484536
0.978494623655914,1.0,0.9795918367346939
0.978494623655914,1.0,0.9795918367346939
0.967741935483871,1.0,0.9690721649484536
0.967741935483871,1.0,0.9690721649484536
0.967741935483871,1.0,0.9690721649484536
0.978494623655914,1.0,0.9795918367346939
0.967741935483871,1.0,0.9690721649484536
0.978494623655914,1.0,0.9795918367346939
0.956989247311828,1.0,0.9583333333333334
0.967741935483871,1.0,0.9690721649484536
0.967741935483871,1.0,0.9690721649484536
0.956989247311828,1.0,0.9583333333333334
0.978494623655914,1.0,0.9795918367346939
0.956989247311828,1.0,0.9583333333333334
0.978494623655914,1.0,0.9795918367346939
0.978494623655914,1.0,0.9795918367346939
0.978494623655914,1.0,0.9795918367346939
0.989247311827957,1.0,0.98989898989899
0.967741935483871,1.0,0.9690721649484536
0.978494623655914,1.0,0.9795918367346939
0.978494623655914,1.0,0.9795918367346939
0.978494623655914,1.0,0.9795918367346939
0.978494623655914,1.0,0.9795918367346939
0.978494623655914,1.0,0.9795918367346939
0.989247311827957,1.0,0.98989898989899
0.978494623655914,1.0,0.9795918367346939
0.978494623655914,1.0,0.9795918367346939
0.956989247311828,1.0,0.9583333333333334
