0,1,2,3
34,9,15,35
33,10,18,32
35,8,13,37
33,10,15,35
31,12,16,34
33,10,16,34
31,12,15,35
33,10,15,35
34,9,14,36
32,11,14,36
34,9,14,36
35,8,14,36
34,9,14,36
33,10,14,36
33,10,14,36
33,10,15,35
33,10,16,34
32,11,16,34
33,10,17,33
32,11,13,37
36,7,16,34
31,12,17,33
33,10,13,37
34,9,17,33
37,6,14,36
33,10,15,35
34,9,12,38
33,10,16,34
32,11,16,34
34,9,15,35
