0,1,2,3
41,2,2,48
37,6,3,47
42,1,3,47
41,2,2,48
37,6,3,47
39,4,3,47
40,3,2,48
42,1,3,47
39,4,4,46
41,2,2,48
41,2,2,48
39,4,2,48
40,3,2,48
40,3,3,47
42,1,3,47
39,4,5,45
41,2,3,47
42,1,4,46
40,3,5,45
40,3,2,48
40,3,2,48
38,5,2,48
42,1,4,46
39,4,2,48
42,1,4,46
40,3,2,48
39,4,6,44
41,2,4,46
42,1,3,47
41,2,2,48
