0,1,2,3
37,6,44,6
23,20,26,24
9,34,7,43
35,8,25,25
35,8,30,20
16,27,11,39
29,14,22,28
18,25,11,39
35,8,23,27
33,10,29,21
33,10,24,26
13,30,14,36
31,12,24,26
29,14,29,21
30,13,24,26
28,15,19,31
28,15,18,32
32,11,22,28
23,20,16,34
33,10,19,31
34,9,31,19
37,6,20,30
36,7,21,29
28,15,25,25
35,8,30,20
14,29,7,43
33,10,31,19
37,6,20,30
31,12,20,30
33,10,21,29
