0,1,2,3
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
38,5,17,33
