0,1,2,3
42,1,9,41
42,1,1,49
42,1,5,45
39,4,5,45
43,0,1,49
41,2,3,47
42,1,2,48
42,1,2,48
43,0,8,42
42,1,5,45
38,5,4,46
40,3,4,46
41,2,7,43
38,5,2,48
40,3,3,47
43,0,3,47
39,4,1,49
40,3,10,40
41,2,6,44
42,1,6,44
42,1,7,43
40,3,5,45
41,2,4,46
41,2,3,47
40,3,4,46
43,0,2,48
41,2,6,44
38,5,6,44
41,2,3,47
43,0,3,47
