0,1,2,3
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
38,5,19,31
